case_id,case_start_time,n_events,outcome_activity,outcome_position,target,eligible_k10
Application_950858559,2016-01-20 15:51:22.852000+00:00,20,A_Cancelled,18,0,True
Application_950869281,2016-08-05 11:41:53.671000+00:00,31,A_Cancelled,29,0,True
Application_951038533,2016-09-05 07:38:30.230000+00:00,36,A_Denied,34,0,True
Application_951134996,2016-03-17 08:18:56.980000+00:00,28,A_Pending,27,1,True
Application_95133451,2016-06-13 13:09:43.264000+00:00,39,A_Pending,38,1,True
Application_951361217,2016-10-21 12:16:15.594000+00:00,54,A_Pending,53,1,True
Application_951383511,2016-05-19 09:35:48.949000+00:00,25,A_Pending,24,1,True
Application_951384308,2016-02-03 18:24:22.378000+00:00,26,A_Denied,24,0,True
Application_951427056,2016-10-12 12:07:45.951000+00:00,23,A_Cancelled,21,0,True
Application_951477217,2016-11-10 16:45:21.434000+00:00,22,A_Cancelled,19,0,True
Application_951640089,2016-06-08 18:21:33.808000+00:00,58,A_Denied,56,0,True
Application_951823599,2016-08-03 13:22:11.782000+00:00,18,A_Cancelled,16,0,True
Application_951950932,2016-10-13 08:35:12.509000+00:00,26,A_Pending,25,1,True
Application_952025553,2016-11-16 14:03:46.375000+00:00,30,A_Pending,28,1,True
Application_952071836,2016-08-04 10:29:18.389000+00:00,23,A_Cancelled,21,0,True
Application_952114406,2016-10-24 12:00:32.030000+00:00,20,A_Cancelled,18,0,True
Application_952134472,2016-09-03 16:31:09.908000+00:00,13,A_Denied,11,0,True
Application_952227386,2016-11-23 19:23:05.366000+00:00,24,A_Cancelled,22,0,True
Application_952230284,2016-08-24 19:04:35.875000+00:00,35,A_Denied,33,0,True
Application_952298752,2016-06-06 20:31:55.739000+00:00,27,A_Cancelled,25,0,True
Application_952362533,2016-08-02 10:05:23.529000+00:00,42,A_Pending,41,1,True
Application_95249419,2016-11-04 11:39:24.614000+00:00,21,A_Cancelled,19,0,True
Application_952532843,2016-01-04 08:28:43.832000+00:00,35,A_Cancelled,32,0,True
Application_952589697,2016-03-23 18:31:14.320000+00:00,38,A_Pending,37,1,True
Application_952594930,2016-11-28 16:01:51.060000+00:00,55,A_Cancelled,52,0,True
Application_952678589,2016-11-20 11:33:59.692000+00:00,21,A_Cancelled,19,0,True
Application_952725415,2016-07-24 17:18:25.021000+00:00,20,A_Cancelled,18,0,True
Application_952740547,2016-03-08 20:18:54.937000+00:00,15,A_Denied,13,0,True
Application_952743183,2016-03-31 11:39:35.167000+00:00,47,A_Pending,46,1,True
Application_952744464,2016-01-15 15:55:48.942000+00:00,29,A_Pending,28,1,True
Application_95286022,2016-06-23 11:08:36.647000+00:00,32,A_Pending,30,1,True
Application_952953051,2016-06-20 12:37:14.080000+00:00,31,A_Pending,29,1,True
Application_952983390,2016-07-23 10:59:47.341000+00:00,35,A_Pending,34,1,True
Application_953032489,2016-09-14 16:55:38.685000+00:00,34,A_Denied,32,0,True
Application_953075714,2016-06-09 09:33:15.713000+00:00,30,A_Denied,28,0,True
Application_953097922,2016-01-12 11:49:40.244000+00:00,26,A_Pending,25,1,True
Application_95311556,2016-10-05 09:57:40.457000+00:00,22,A_Cancelled,20,0,True
Application_953130593,2016-02-22 17:13:31.220000+00:00,54,A_Pending,52,1,True
Application_953179282,2016-10-28 11:27:11.885000+00:00,33,A_Pending,32,1,True
Application_953190930,2016-07-24 08:23:18.225000+00:00,57,A_Pending,55,1,True
Application_953256994,2016-08-16 16:17:29.802000+00:00,47,A_Pending,45,1,True
Application_953335632,2016-01-12 17:09:26.051000+00:00,20,A_Cancelled,18,0,True
Application_953338016,2016-07-03 14:48:20.169000+00:00,69,A_Pending,67,1,True
Application_953351996,2016-06-07 16:01:44.430000+00:00,33,A_Pending,32,1,True
Application_953392572,2016-01-07 19:44:48.087000+00:00,36,A_Denied,34,0,True
Application_953393465,2016-06-30 14:52:44.805000+00:00,43,A_Denied,41,0,True
Application_953430855,2016-08-05 18:38:59.292000+00:00,31,A_Pending,30,1,True
Application_953440549,2016-02-05 17:25:26.303000+00:00,21,A_Cancelled,19,0,True
Application_953473426,2016-05-30 09:03:04.270000+00:00,49,A_Pending,48,1,True
Application_953473541,2016-04-15 17:32:31.470000+00:00,26,A_Cancelled,24,0,True
Application_953480850,2016-03-26 14:44:40.863000+00:00,46,A_Pending,45,1,True
Application_953483461,2016-06-15 09:25:38.527000+00:00,30,A_Cancelled,27,0,True
Application_953641566,2016-02-16 11:30:19.875000+00:00,30,A_Denied,28,0,True
Application_95377284,2016-03-29 09:47:20.390000+00:00,18,A_Cancelled,16,0,True
Application_95379113,2016-07-03 12:47:53.742000+00:00,50,A_Pending,49,1,True
Application_95392929,2016-04-15 18:10:09.381000+00:00,19,A_Cancelled,17,0,True
Application_953994341,2016-02-11 13:22:18.991000+00:00,30,A_Denied,28,0,True
Application_953999753,2016-07-14 17:41:26.938000+00:00,26,A_Denied,24,0,True
Application_954025930,2016-07-13 08:34:48.890000+00:00,40,A_Pending,39,1,True
Application_954036515,2016-06-07 08:54:30.399000+00:00,19,A_Cancelled,18,0,True
Application_954061667,2016-03-01 13:12:43.698000+00:00,24,A_Cancelled,22,0,True
Application_954233630,2016-12-28 19:14:39.673000+00:00,50,A_Pending,49,1,True
Application_954294342,2016-12-20 15:27:18.032000+00:00,38,A_Pending,37,1,True
Application_95444242,2016-11-02 20:14:09.781000+00:00,26,A_Cancelled,24,0,True
Application_954463239,2016-01-29 07:26:17.952000+00:00,39,A_Denied,36,0,True
Application_954522576,2016-01-13 17:34:17.850000+00:00,47,A_Pending,46,1,True
Application_95461104,2016-11-29 13:20:24.202000+00:00,57,A_Denied,55,0,True
Application_954637977,2016-05-31 05:59:58.633000+00:00,29,A_Cancelled,26,0,True
Application_954657550,2016-02-25 14:38:01.368000+00:00,29,A_Cancelled,27,0,True
Application_95477936,2016-10-25 11:02:04.829000+00:00,24,A_Denied,22,0,True
Application_954782487,2016-07-09 11:36:23.701000+00:00,55,A_Pending,54,1,True
Application_954830822,2016-12-13 11:39:29.303000+00:00,21,A_Cancelled,19,0,True
Application_954843630,2016-08-12 15:25:40.070000+00:00,29,A_Pending,28,1,True
Application_954960816,2016-02-10 09:34:19.200000+00:00,45,A_Cancelled,42,0,True
Application_955001492,2016-02-22 12:03:43.818000+00:00,54,A_Pending,53,1,True
Application_955021320,2016-07-30 09:18:10.452000+00:00,46,A_Pending,45,1,True
Application_955137541,2016-04-12 12:30:05.191000+00:00,33,A_Pending,32,1,True
Application_955214239,2016-10-17 07:38:05.729000+00:00,24,A_Pending,23,1,True
Application_95535126,2016-12-07 14:58:19.373000+00:00,36,A_Cancelled,34,0,True
Application_955389375,2016-07-16 13:33:27.814000+00:00,18,A_Cancelled,16,0,True
Application_955393908,2016-08-23 22:38:49.057000+00:00,90,A_Pending,86,1,True
Application_955448245,2016-03-20 11:47:39.333000+00:00,28,A_Pending,27,1,True
Application_955500524,2016-11-10 19:56:42.372000+00:00,27,A_Pending,26,1,True
Application_955563438,2016-05-09 09:16:25.529000+00:00,24,A_Denied,22,0,True
Application_955677765,2016-02-24 17:47:29.988000+00:00,21,A_Cancelled,19,0,True
Application_955766793,2016-07-18 10:54:11.953000+00:00,22,A_Cancelled,20,0,True
Application_955791274,2016-02-05 22:51:45.169000+00:00,31,A_Denied,29,0,True
Application_955811445,2016-10-22 19:27:32.107000+00:00,46,A_Pending,45,1,True
Application_955824026,2016-12-28 21:47:01.189000+00:00,94,A_Pending,93,1,True
Application_955832121,2016-03-24 18:43:46.239000+00:00,85,A_Pending,84,1,True
Application_9558552,2016-07-11 11:22:30.049000+00:00,27,A_Pending,26,1,True
Application_955861170,2016-05-12 15:03:08.930000+00:00,55,A_Denied,52,0,True
Application_955944679,2016-03-01 15:51:28.541000+00:00,56,A_Pending,55,1,True
Application_956045444,2016-09-06 17:40:21.764000+00:00,67,A_Pending,65,1,True
Application_956076909,2016-08-29 17:48:54.480000+00:00,84,A_Pending,83,1,True
Application_956166407,2016-11-14 15:42:26.014000+00:00,21,A_Cancelled,19,0,True
Application_956215142,2016-05-11 08:53:58.897000+00:00,60,A_Pending,59,1,True
Application_956314976,2016-12-26 19:29:31.242000+00:00,34,A_Pending,33,1,True
Application_956351471,2016-03-02 21:13:18.502000+00:00,124,A_Pending,122,1,True
Application_956411562,2016-10-12 06:58:14.785000+00:00,34,A_Pending,33,1,True
Application_95653622,2016-03-26 11:38:44.899000+00:00,24,A_Cancelled,22,0,True
Application_95663587,2016-02-12 08:48:02.674000+00:00,32,A_Pending,31,1,True
Application_956677231,2016-09-19 14:32:51.068000+00:00,36,A_Pending,35,1,True
Application_95674280,2016-02-03 10:30:58.934000+00:00,44,A_Pending,42,1,True
Application_956764835,2016-10-13 14:07:18.404000+00:00,78,A_Pending,75,1,True
Application_956801052,2016-06-07 13:46:37.952000+00:00,18,A_Cancelled,16,0,True
Application_956935409,2016-02-18 16:34:13.041000+00:00,35,A_Denied,33,0,True
Application_956974251,2016-05-27 18:28:32.760000+00:00,49,A_Pending,46,1,True
Application_957266234,2016-10-12 09:15:10.843000+00:00,41,A_Pending,40,1,True
Application_957275923,2016-07-30 10:04:50.129000+00:00,24,A_Cancelled,21,0,True
Application_957297083,2016-11-11 10:59:01.470000+00:00,34,A_Pending,33,1,True
Application_957475762,2016-02-17 09:00:50.441000+00:00,41,A_Pending,40,1,True
Application_957513157,2016-01-28 08:06:46.238000+00:00,28,A_Pending,27,1,True
Application_957526895,2016-06-30 10:06:15.422000+00:00,35,A_Pending,34,1,True
Application_957567269,2016-06-06 10:52:25.399000+00:00,42,A_Pending,40,1,True
Application_957582239,2016-08-23 20:56:47.377000+00:00,24,A_Pending,23,1,True
Application_957614949,2016-10-17 07:27:17.021000+00:00,35,A_Denied,33,0,True
Application_957636803,2016-05-30 05:26:22.756000+00:00,63,A_Pending,62,1,True
Application_957766894,2016-12-29 08:47:34.400000+00:00,62,A_Denied,60,0,True
Application_957786035,2016-06-06 12:06:33.321000+00:00,29,A_Pending,28,1,True
Application_957800172,2016-09-25 10:21:00.992000+00:00,22,A_Cancelled,20,0,True
Application_957865905,2016-04-29 18:39:57.317000+00:00,30,A_Cancelled,26,0,True
Application_957872680,2016-08-08 08:02:27.233000+00:00,60,A_Pending,58,1,True
Application_957889872,2016-05-29 11:22:11.796000+00:00,47,A_Cancelled,44,0,True
Application_957907246,2016-11-29 19:21:24.747000+00:00,27,A_Cancelled,25,0,True
Application_957947349,2016-10-28 12:08:54.644000+00:00,46,A_Pending,45,1,True
Application_957957984,2016-10-22 14:11:10.101000+00:00,18,A_Cancelled,16,0,True
Application_958006868,2016-05-03 05:23:36.512000+00:00,60,A_Pending,59,1,True
Application_958010441,2016-01-28 13:00:48.239000+00:00,54,A_Pending,52,1,True
Application_958042176,2016-05-12 20:55:13.771000+00:00,73,A_Pending,72,1,True
Application_958069321,2016-09-13 18:47:59.115000+00:00,65,A_Pending,64,1,True
Application_958076943,2016-01-12 15:35:35.260000+00:00,26,A_Cancelled,24,0,True
Application_958186013,2016-07-18 06:04:45.078000+00:00,24,A_Cancelled,22,0,True
Application_958218647,2016-10-17 20:18:39.486000+00:00,30,A_Denied,28,0,True
Application_958544615,2016-09-21 07:50:07.571000+00:00,62,A_Pending,60,1,True
Application_958597290,2016-04-23 19:29:09.690000+00:00,32,A_Pending,31,1,True
Application_95862612,2016-03-20 08:49:40.552000+00:00,48,A_Pending,47,1,True
Application_95863982,2016-01-18 09:52:38.489000+00:00,27,A_Cancelled,25,0,True
Application_958724983,2016-07-08 10:42:55.803000+00:00,47,A_Pending,46,1,True
Application_958747063,2016-04-16 14:45:00.748000+00:00,36,A_Pending,35,1,True
Application_958762299,2016-12-01 14:11:35.900000+00:00,48,A_Denied,46,0,True
Application_95886030,2016-12-01 13:24:48.110000+00:00,37,A_Denied,34,0,True
Application_959028510,2016-11-09 18:04:29.122000+00:00,57,A_Pending,56,1,True
Application_959155021,2016-09-23 16:43:15.594000+00:00,21,A_Cancelled,19,0,True
Application_959162366,2016-06-30 18:51:35.788000+00:00,43,A_Denied,41,0,True
Application_959242917,2016-11-26 11:22:05.779000+00:00,74,A_Pending,72,1,True
Application_959292453,2016-11-29 21:25:50.174000+00:00,69,A_Pending,67,1,True
Application_95932417,2016-02-25 09:19:10.660000+00:00,29,A_Pending,28,1,True
Application_95943907,2016-08-07 20:47:51.542000+00:00,33,A_Cancelled,31,0,True
Application_959459897,2016-08-29 18:40:32.840000+00:00,36,A_Pending,35,1,True
Application_959506520,2016-06-06 11:53:13.880000+00:00,22,A_Cancelled,20,0,True
Application_959546362,2016-09-02 09:49:43.405000+00:00,22,A_Cancelled,20,0,True
Application_95957590,2016-07-12 18:16:02.160000+00:00,24,A_Pending,23,1,True
Application_959593737,2016-02-08 09:24:13.113000+00:00,30,A_Pending,29,1,True
Application_959625391,2016-02-22 10:49:17.045000+00:00,18,A_Cancelled,16,0,True
Application_959743614,2016-06-07 17:39:57.659000+00:00,27,A_Denied,25,0,True
Application_95979422,2016-02-24 17:24:07.105000+00:00,46,A_Pending,45,1,True
Application_959809277,2016-09-06 07:54:07.853000+00:00,40,A_Pending,39,1,True
Application_959893793,2016-11-29 16:00:41.574000+00:00,47,A_Cancelled,45,0,True
Application_96006350,2016-01-12 12:12:56.572000+00:00,45,A_Pending,44,1,True
Application_960114937,2016-09-19 18:04:02.800000+00:00,38,A_Pending,37,1,True
Application_960146811,2016-08-29 18:55:47.525000+00:00,25,A_Pending,24,1,True
Application_960208613,2016-02-18 13:24:18.731000+00:00,48,A_Pending,47,1,True
Application_960259355,2016-05-09 08:09:44.315000+00:00,30,A_Pending,29,1,True
Application_960261707,2016-02-22 13:18:55.265000+00:00,42,A_Pending,41,1,True
Application_960288093,2016-09-12 09:23:01.506000+00:00,19,A_Cancelled,17,0,True
Application_960353524,2016-12-24 09:06:31.618000+00:00,32,A_Pending,31,1,True
Application_960483365,2016-08-03 15:37:21.581000+00:00,53,A_Pending,52,1,True
Application_960585764,2016-07-27 08:31:09.095000+00:00,18,A_Cancelled,16,0,True
Application_960618961,2016-05-25 18:08:45.604000+00:00,34,A_Pending,33,1,True
Application_960750666,2016-03-04 11:42:26.222000+00:00,93,A_Pending,92,1,True
Application_960810256,2016-06-20 15:26:36.427000+00:00,33,A_Pending,32,1,True
Application_960846305,2016-09-05 09:48:50.574000+00:00,36,A_Denied,34,0,True
Application_960854023,2016-06-15 12:29:00.675000+00:00,18,A_Cancelled,16,0,True
Application_960958494,2016-02-25 12:40:50.440000+00:00,22,A_Cancelled,20,0,True
Application_961030297,2016-07-30 08:44:50.932000+00:00,16,A_Cancelled,14,0,True
Application_961057644,2016-07-25 14:43:38.174000+00:00,25,A_Denied,23,0,True
Application_961088614,2016-04-06 17:30:02.366000+00:00,42,A_Cancelled,40,0,True
Application_961287557,2016-04-27 11:10:03.799000+00:00,35,A_Pending,34,1,True
Application_961455404,2016-09-16 08:30:05.793000+00:00,48,A_Pending,47,1,True
Application_961505598,2016-01-12 14:48:52.189000+00:00,31,A_Pending,29,1,True
Application_96150895,2016-06-17 10:30:51.547000+00:00,32,A_Cancelled,30,0,True
Application_961611529,2016-07-25 07:48:10.998000+00:00,22,A_Cancelled,20,0,True
Application_961629305,2016-03-21 13:01:09.370000+00:00,43,A_Denied,41,0,True
Application_961756784,2016-10-03 13:53:40.461000+00:00,57,A_Denied,55,0,True
Application_961907959,2016-06-21 09:31:22.022000+00:00,53,A_Pending,52,1,True
Application_961923966,2016-12-23 13:28:27.314000+00:00,36,A_Pending,35,1,True
Application_961981990,2016-07-13 09:33:54.736000+00:00,25,A_Cancelled,23,0,True
Application_962004890,2016-01-31 14:31:15.184000+00:00,21,A_Cancelled,19,0,True
Application_962221093,2016-11-08 06:58:05.057000+00:00,34,A_Pending,33,1,True
Application_96227409,2016-08-17 19:54:53.587000+00:00,26,A_Cancelled,23,0,True
Application_96248866,2016-04-07 11:34:47.372000+00:00,59,A_Pending,58,1,True
Application_962505423,2016-12-06 10:45:53.931000+00:00,43,A_Pending,42,1,True
Application_962545007,2016-03-26 15:44:53.763000+00:00,32,A_Cancelled,30,0,True
Application_96263055,2016-03-31 05:44:43.986000+00:00,57,A_Pending,55,1,True
Application_962788627,2016-09-26 10:40:03.695000+00:00,16,A_Cancelled,15,0,True
Application_962796971,2016-11-04 07:00:33.854000+00:00,31,A_Pending,30,1,True
Application_962826231,2016-11-08 18:37:52.251000+00:00,30,A_Denied,28,0,True
Application_962920598,2016-10-17 17:17:45.194000+00:00,18,A_Cancelled,16,0,True
Application_962958398,2016-09-16 15:07:41.531000+00:00,25,A_Cancelled,22,0,True
Application_96304459,2016-12-14 18:10:51.568000+00:00,21,A_Cancelled,19,0,True
Application_963069606,2016-12-14 22:24:50.546000+00:00,40,A_Pending,39,1,True
Application_963128909,2016-09-27 19:13:52.174000+00:00,78,A_Denied,75,0,True
Application_963149420,2016-05-06 09:20:42.351000+00:00,22,A_Cancelled,20,0,True
Application_963179178,2016-08-31 18:00:36.641000+00:00,43,A_Denied,41,0,True
Application_963271663,2016-09-13 12:06:09.238000+00:00,48,A_Pending,45,1,True
Application_963481013,2016-11-29 14:33:33.863000+00:00,29,A_Cancelled,26,0,True
Application_963485644,2016-10-17 16:59:23.980000+00:00,42,A_Denied,39,0,True
Application_963564266,2016-10-25 13:45:04.893000+00:00,36,A_Pending,35,1,True
Application_963573698,2016-11-29 17:58:20.611000+00:00,35,A_Denied,33,0,True
Application_963848367,2016-06-21 18:52:11.425000+00:00,41,A_Pending,40,1,True
Application_963951048,2016-07-13 06:34:58.215000+00:00,21,A_Cancelled,19,0,True
Application_963957540,2016-11-29 19:46:11.540000+00:00,45,A_Pending,43,1,True
Application_964109049,2016-11-29 15:21:58.756000+00:00,18,A_Cancelled,16,0,True
Application_96414790,2016-09-30 09:10:57.438000+00:00,52,A_Denied,49,0,True
Application_964166355,2016-06-10 14:53:58.403000+00:00,27,A_Cancelled,25,0,True
Application_964178714,2016-07-29 22:50:52.501000+00:00,25,A_Cancelled,22,0,True
Application_964208437,2016-10-16 13:03:26.738000+00:00,80,A_Pending,79,1,True
Application_964290361,2016-11-12 21:04:39.454000+00:00,32,A_Denied,30,0,True
Application_964309178,2016-10-07 12:10:53.422000+00:00,24,A_Cancelled,22,0,True
Application_964352700,2016-05-10 09:17:54.407000+00:00,32,A_Cancelled,29,0,True
Application_964418796,2016-04-21 21:51:09.155000+00:00,44,A_Cancelled,40,0,True
Application_964446799,2016-07-12 09:49:00.046000+00:00,34,A_Pending,33,1,True
Application_96448604,2016-06-21 09:21:51.583000+00:00,40,A_Denied,38,0,True
Application_96457854,2016-02-13 12:59:36.849000+00:00,53,A_Denied,45,0,True
Application_964717064,2016-06-20 11:08:00.233000+00:00,23,A_Pending,22,1,True
Application_964745856,2016-07-14 07:45:26.474000+00:00,22,A_Cancelled,19,0,True
Application_964799660,2016-05-30 07:59:11.913000+00:00,30,A_Pending,29,1,True
Application_964901699,2016-05-03 19:39:21.784000+00:00,96,A_Pending,92,1,True
Application_964915379,2016-07-17 14:24:49.779000+00:00,42,A_Pending,41,1,True
Application_9650923,2016-10-03 13:03:23.933000+00:00,18,A_Cancelled,16,0,True
Application_965113608,2016-11-11 10:33:33.328000+00:00,24,A_Pending,23,1,True
Application_965163179,2016-04-19 11:56:39.231000+00:00,90,A_Pending,88,1,True
Application_965181506,2016-07-04 07:07:22.261000+00:00,40,A_Pending,38,1,True
Application_965210653,2016-02-16 20:20:12.442000+00:00,48,A_Pending,47,1,True
Application_965268021,2016-11-11 15:46:14.751000+00:00,22,A_Cancelled,19,0,True
Application_965269408,2016-01-31 19:19:10.283000+00:00,34,A_Denied,32,0,True
Application_965278193,2016-12-31 15:27:29.469000+00:00,33,A_Pending,32,1,True
Application_965285563,2016-02-29 12:43:40.846000+00:00,53,A_Cancelled,52,0,True
Application_965397829,2016-02-22 20:33:46.644000+00:00,40,A_Pending,39,1,True
Application_96540087,2016-12-02 14:38:35.572000+00:00,19,A_Cancelled,17,0,True
Application_965424635,2016-08-01 11:18:55.302000+00:00,24,A_Pending,23,1,True
Application_965570149,2016-04-16 10:25:18.856000+00:00,21,A_Cancelled,19,0,True
Application_965710730,2016-09-09 15:30:26.231000+00:00,35,A_Pending,34,1,True
Application_965781874,2016-08-28 07:58:48.995000+00:00,23,A_Cancelled,21,0,True
Application_965842748,2016-10-10 13:56:21.358000+00:00,23,A_Cancelled,21,0,True
Application_965885907,2016-07-08 15:22:08.070000+00:00,46,A_Denied,44,0,True
Application_965913780,2016-08-11 18:01:15.521000+00:00,26,A_Cancelled,23,0,True
Application_965947000,2016-05-18 19:55:12+00:00,33,A_Cancelled,28,0,True
Application_966040717,2016-08-22 09:54:41.455000+00:00,16,A_Cancelled,14,0,True
Application_966065781,2016-06-23 21:30:43.483000+00:00,24,A_Cancelled,22,0,True
Application_966129944,2016-10-16 14:08:38.797000+00:00,31,A_Denied,29,0,True
Application_966143546,2016-03-30 11:40:00.912000+00:00,23,A_Cancelled,21,0,True
Application_966170954,2016-03-01 07:47:29.627000+00:00,52,A_Pending,50,1,True
Application_966273729,2016-02-15 15:44:28.294000+00:00,30,A_Pending,28,1,True
Application_966390800,2016-02-07 08:29:12.920000+00:00,44,A_Pending,43,1,True
Application_966450178,2016-08-10 20:00:52.958000+00:00,28,A_Pending,27,1,True
Application_966459722,2016-03-07 18:42:30.584000+00:00,53,A_Pending,51,1,True
Application_966512203,2016-02-26 10:31:07.790000+00:00,52,A_Pending,50,1,True
Application_966548766,2016-03-25 08:53:59.539000+00:00,27,A_Denied,25,0,True
Application_966598082,2016-12-02 16:31:36.934000+00:00,51,A_Pending,50,1,True
Application_966801849,2016-07-11 09:00:58.987000+00:00,23,A_Cancelled,21,0,True
Application_966841012,2016-02-15 19:19:52.764000+00:00,26,A_Pending,25,1,True
Application_966891264,2016-10-14 19:05:38.856000+00:00,26,A_Cancelled,24,0,True
Application_966967365,2016-05-10 14:15:20.680000+00:00,65,A_Pending,63,1,True
Application_966986386,2016-08-13 09:32:18.238000+00:00,18,A_Cancelled,16,0,True
Application_967077850,2016-06-06 17:53:43.558000+00:00,21,A_Cancelled,19,0,True
Application_967110648,2016-07-18 12:01:43.032000+00:00,33,A_Pending,32,1,True
Application_96715065,2016-03-31 16:04:53.499000+00:00,37,A_Cancelled,35,0,True
Application_967215124,2016-04-24 11:56:31.137000+00:00,27,A_Cancelled,25,0,True
Application_967284572,2016-03-07 10:50:46.527000+00:00,44,A_Pending,43,1,True
Application_96732613,2016-10-23 18:03:18+00:00,40,A_Pending,38,1,True
Application_967390190,2016-03-20 08:22:03.726000+00:00,22,A_Cancelled,20,0,True
Application_967395832,2016-06-20 11:59:51.821000+00:00,22,A_Cancelled,20,0,True
Application_967428854,2016-07-20 06:34:29.024000+00:00,27,A_Pending,26,1,True
Application_967486882,2016-10-05 05:54:20.061000+00:00,42,A_Denied,40,0,True
Application_967567402,2016-09-11 15:06:28.248000+00:00,50,A_Pending,49,1,True
Application_967577338,2016-12-08 11:51:17.897000+00:00,49,A_Pending,46,1,True
Application_967637921,2016-09-05 20:26:41.715000+00:00,46,A_Pending,44,1,True
Application_967672222,2016-05-30 18:09:32.481000+00:00,24,A_Cancelled,22,0,True
Application_967749417,2016-03-07 19:32:01.663000+00:00,38,A_Pending,37,1,True
Application_967767056,2016-02-12 18:21:32.374000+00:00,56,A_Pending,54,1,True
Application_967777558,2016-12-29 10:17:52.631000+00:00,35,A_Denied,33,0,True
Application_967923535,2016-01-12 23:14:55.371000+00:00,25,A_Cancelled,23,0,True
Application_967935480,2016-08-11 10:42:40.468000+00:00,70,A_Pending,69,1,True
Application_967948352,2016-07-06 05:36:07.736000+00:00,42,A_Pending,41,1,True
Application_96806282,2016-01-18 23:34:40.797000+00:00,26,A_Cancelled,24,0,True
Application_968161989,2016-06-09 07:54:06.970000+00:00,51,A_Pending,50,1,True
Application_96817501,2016-07-11 18:28:08.274000+00:00,51,A_Pending,50,1,True
Application_968212711,2016-03-21 16:37:09.367000+00:00,27,A_Cancelled,24,0,True
Application_968216344,2016-03-20 20:14:05.523000+00:00,35,A_Denied,33,0,True
Application_968250987,2016-06-14 11:49:41.921000+00:00,59,A_Pending,58,1,True
Application_968309729,2016-04-18 08:55:44.476000+00:00,25,A_Cancelled,23,0,True
Application_968478182,2016-08-19 11:22:32.373000+00:00,33,A_Pending,32,1,True
Application_96860334,2016-04-29 20:59:44.993000+00:00,29,A_Cancelled,25,0,True
Application_96864324,2016-08-16 16:27:15.841000+00:00,48,A_Pending,47,1,True
Application_968680506,2016-05-16 10:34:44.671000+00:00,42,A_Denied,40,0,True
Application_968702680,2016-07-25 08:28:47.301000+00:00,52,A_Pending,51,1,True
Application_968899175,2016-07-04 07:38:30.432000+00:00,35,A_Pending,34,1,True
Application_968952074,2016-08-13 08:53:34.801000+00:00,18,A_Cancelled,16,0,True
Application_968965370,2016-07-11 10:54:00.725000+00:00,30,A_Cancelled,27,0,True
Application_969005522,2016-09-06 13:50:30.319000+00:00,34,A_Pending,32,1,True
Application_969058358,2016-01-05 10:48:22.177000+00:00,67,A_Denied,65,0,True
Application_96907665,2016-08-10 09:09:47.369000+00:00,50,A_Denied,48,0,True
Application_969160974,2016-07-07 12:49:20.704000+00:00,64,A_Pending,63,1,True
Application_969251327,2016-06-17 11:52:17.574000+00:00,28,A_Pending,27,1,True
Application_969256395,2016-02-10 15:11:10.115000+00:00,18,A_Cancelled,16,0,True
Application_969298016,2016-06-24 07:45:42.036000+00:00,39,A_Pending,36,1,True
Application_969473306,2016-03-21 08:30:58.200000+00:00,74,A_Pending,71,1,True
Application_969520641,2016-09-09 07:10:14.279000+00:00,31,A_Pending,29,1,True
Application_969595398,2016-04-12 08:35:10.337000+00:00,29,A_Pending,28,1,True
Application_969699413,2016-05-30 11:17:57.819000+00:00,30,A_Denied,28,0,True
Application_969886500,2016-02-21 16:59:25.166000+00:00,31,A_Pending,30,1,True
Application_969888320,2016-12-05 13:14:04.359000+00:00,33,A_Denied,31,0,True
Application_969943163,2016-03-16 23:15:48.551000+00:00,24,A_Cancelled,22,0,True
Application_970060650,2016-01-25 17:40:24.619000+00:00,45,A_Pending,43,1,True
Application_970137290,2016-05-17 19:38:38.950000+00:00,106,A_Pending,102,1,True
Application_970143308,2016-01-11 11:24:00.049000+00:00,52,A_Pending,51,1,True
Application_970172259,2016-12-08 10:55:05.043000+00:00,31,A_Pending,30,1,True
Application_970274306,2016-05-24 07:48:28.612000+00:00,80,A_Denied,78,0,True
Application_97035604,2016-11-19 18:13:53.557000+00:00,47,A_Pending,46,1,True
Application_970356405,2016-03-09 11:21:34.261000+00:00,20,A_Cancelled,18,0,True
Application_970357595,2016-10-29 14:14:42.414000+00:00,40,A_Pending,38,1,True
Application_970490913,2016-03-27 08:34:59.227000+00:00,44,A_Pending,43,1,True
Application_970502155,2016-12-29 11:34:33.048000+00:00,50,A_Pending,49,1,True
Application_970503441,2016-11-10 09:13:09.786000+00:00,38,A_Denied,36,0,True
Application_970527993,2016-07-27 11:43:46.441000+00:00,36,A_Pending,35,1,True
Application_970675813,2016-04-06 16:30:44.428000+00:00,22,A_Cancelled,20,0,True
Application_970690661,2016-09-12 19:20:05.004000+00:00,37,A_Pending,35,1,True
Application_970722505,2016-09-01 21:28:31.205000+00:00,23,A_Cancelled,21,0,True
Application_970742877,2016-02-06 19:21:49.511000+00:00,55,A_Pending,53,1,True
Application_970805882,2016-09-26 17:24:25.323000+00:00,40,A_Pending,39,1,True
Application_970837782,2016-09-05 09:24:53.871000+00:00,81,A_Pending,78,1,True
Application_970935362,2016-09-09 10:14:06.290000+00:00,52,A_Pending,51,1,True
Application_970965406,2016-11-24 12:35:30.325000+00:00,72,A_Cancelled,69,0,True
